epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
186,115551,1.09116,0.46221,0.12173,0.3565,0.25484,0.23006,0.11524,0.94838,0.50502,0.09694,0.0008425,0.0008425,0.0008425
187,116152,1.39118,0.37415,0.14781,0.35712,0.25713,0.232,0.11721,0.94256,0.50653,0.09668,0.000793,0.000793,0.000793
188,116800,1.35526,0.38159,0.1444,0.36218,0.25863,0.23354,0.11857,0.93699,0.50758,0.0963,0.0007435,0.0007435,0.0007435
189,117369,1.1778,0.43594,0.13156,0.36268,0.26147,0.23623,0.12078,0.92895,0.50931,0.09584,0.000694,0.000694,0.000694
190,118012,1.32201,0.39979,0.1433,0.36285,0.26356,0.23874,0.12249,0.92307,0.51018,0.09565,0.0006445,0.0006445,0.0006445
191,118566,1.11226,0.44471,0.10638,0.36356,0.26455,0.24054,0.12381,0.91867,0.51081,0.09544,0.000595,0.000595,0.000595
192,119200,1.60868,0.33423,0.1682,0.36967,0.26876,0.24467,0.12799,0.903,0.51438,0.09463,0.0005455,0.0005455,0.0005455
193,119763,1.14398,0.44391,0.10695,0.3705,0.26915,0.24516,0.12871,0.90021,0.51516,0.09437,0.000496,0.000496,0.000496
194,120310,1.69952,0.30317,0.17627,0.37415,0.27391,0.24844,0.1319,0.88959,0.51731,0.09382,0.0004465,0.0004465,0.0004465
195,120965,1.10456,0.45226,0.10698,0.37409,0.27304,0.24786,0.13114,0.8918,0.51678,0.0937,0.000397,0.000397,0.000397
196,121572,0.87444,0.51341,0.08921,0.37525,0.27256,0.24793,0.13109,0.89318,0.51615,0.09374,0.0003475,0.0003475,0.0003475
197,122219,0.85189,0.5167,0.08732,0.37615,0.27227,0.24766,0.13114,0.89421,0.51586,0.09371,0.000298,0.000298,0.000298
198,122767,0.84826,0.51831,0.0866,0.37507,0.27239,0.24763,0.13091,0.89489,0.51538,0.0936,0.0002485,0.0002485,0.0002485
199,123411,0.84494,0.51952,0.08664,0.37754,0.27246,0.24773,0.13071,0.89621,0.51472,0.09358,0.000199,0.000199,0.000199
200,124004,0.8408,0.5195,0.08629,0.37875,0.27271,0.24833,0.13091,0.89702,0.51461,0.09367,0.0001495,0.0001495,0.0001495
